Brand,Series,name,price,second_info,year
HP,Probook,*** Hewlett Packard Hp Probook 640-g2 Business Notebook,374.95,Pre-Owned,2016
HP,Probook,"HP ProBook 470 G3 17.3"" Laptop Screen Complete Screen Assembly Cables TESTED",79.99,Pre-Owned,2016
HP,Probook,"HP Probook 640 G2  14"" Laptop | 2.4GHz Core Dual  i5-6300U  | 4gb | BIOS LOCKED",166.0,Pre-Owned,2016
HP,Probook,"HP ProBook 470 G4  i5 7200U (2.50 GHz) 8 GB, 500 GB,17.3"" Windows 10 Pro 64-Bit",675.0,Refurbished,2016
HP,Elitebook,hp elitebook Revolve 810 Laptop / Covertible Tablet Core i5  SSD Touchscreen ,196.0,Refurbished,2014
HP,Elitebook,HP EliteBook Revolve 810 G2 Tablet Core I5 2.2ghz 4gb 128gb SSD Touchscreen,149.0,Refurbished,2014
HP,Elitebook,HP Elitebook 8470p i5 Intel@2.6.GHZ 320GB 4GB RAM Window 7 Seller Refurbished,149.99,Refurbished,2014
HP,Elitebook,HP EliteBook Revolve 810G2 Intel Core i5 1.6ghz 4gb 128GB.SSD Touchscreen Tablet,190.2,Refurbished,2014
HP,Elitebook,"HP EliteBook 820 G3 12.5"" Laptop PC i5-6300U 256GB SSD 8GB RAM Windows 10 Pro",349.99,Refurbished,2014
HP,Elitebook,HP EliteBook Revolve 810 Tablet Core i7-4600U 2.6GHz 8GB 128GB SSD Touchscreen,250.0,Pre-Owned,2014
HP,Elitebook,HP EliteBook 840 G1 & Ultraslim Dock,300.0,Pre-Owned,2014
HP,Elitebook,"HP ELITEBOOK 820 G1 I5-4200U 1.60GHZ 4GB 180GB SSD HD4400 12.5"" HD WIN 10P",149.39,Refurbished,2014
HP,Elitebook,Super Fast Business grade HP elitebook 840 G1 8GB/500 GB SSD Software PKG Laptop,195.0,Refurbished,2014
HP,Elitebook,"HP EliteBook 850 G1 15.6"" i5-4300U 1.9GHz 8GB RAM 320GB HDD Radeon HD 8730M",209.98,Pre-Owned,2014
HP,Elitebook,"HP EliteBook 850 G2 15.6"" Laptop Core i5-5300U 2.3GHz - 8GB - 500GB w/ Win 10",364.99,Pre-Owned,2014
HP,Elitebook,HP EliteBook Revolve 810 G3 Tablet Core I5 2.2ghz 8GB 256GB SSD Touchscreen,300.0,Refurbished,2014
HP,Elitebook,HP Elitebook 840 G2 Intel Core i7-5600U 2.60GHz 8GB + 500GB HDD Win 10 Pro,444.99,Refurbished,2014
HP,Elitebook,"HP EliteBook Revolve 810 G3 Tablet -11.6"" Core i7vpro 5600U -8GB RAM -256 GB SSD",429.14,Pre-Owned,2014
HP,Elitebook,Ultra Compact Office Laptop HP Elitebook 820 i5 4th Gen 4GB Windows 10 Webcam,300.0,Pre-Owned,2014
HP,Elitebook,HP Elitebook Revolve 810 G2,320.0,Pre-Owned,2014
HP,Elitebook,HP EliteBook Revolve 810 G3 Tablet Core I7 2.60ghz 8gb Touchscreen,265.0,Pre-Owned,2014
HP,Elitebook,"HP Elitebook 840-G2 Ultrabook, Core i5- 5300U, 2.3 GHz, 8GB, With 240GB SSD",225.0,Refurbished,2014
HP,Elitebook,"HP EliteBook 8440W 14"" i7-M620  2.67GHz 4GB RAM 256GB HDD FX380M  DVDRW  Webcam",296.99,Pre-Owned,2014
HP,Elitebook,"HP ELITEBOOK FOLIO 1040 G1 I7-4650U 1.70GHZ 8GB 256GB SSD HD 5000 14"" 1920X1080 ",380.0,Refurbished,2014
HP,Elitebook,"HP ElitebookåÊ AMD A8, 8gb DDR3 ram",163.84,Pre-Owned,2014
HP,Elitebook,"Refurbished HP EliteBook 2570p - Core i5, 2.6GHz, 4GB, 128GB",290.0,Refurbished,2014
HP,Elitebook,HP EliteBook Folio 9470m i5 3437U 1.90GHz 8GB 256GB SSD WebCam Win 10 Pro ,84.99,Refurbished,2014
HP,Elitebook,Hp EliteBook 820 Intel Core i5 2.60GHz 8GB RAM 180GB SSD Win 10 Office 2019 Pro,200.0,Pre-Owned,2014
HP,Elitebook,HP EliteBook 840 G1 i5-4310U 8GB 500GB HDD WebCam Win 10 Office 2019 Pro,394.99,Pre-Owned,2014
HP,Elitebook,Grade A :: Corporate HP Elitebook 9480m - 2.10 GHz :: Various Configurations,259.99,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 840 G2 14"" Intel Core i5-5200U 2.2GHz 4GB Laptop P0C58UT#ABA",99.99,Pre-Owned,2015
HP,Elitebook,HP ELITEBOOK 840 TOUCH SCREEN GPS+MAPPING 2.5GHZ i5 8GB 180GB SSD Win 10 3xUSB 3,275.0,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 840 G2 Laptop 14"" FHD LCD Intel i5-5300U 2.30GHz 8GB 500GB Wifi W10",169.99,Refurbished,2015
HP,Elitebook,HP EliteBook 820 G2 i7-5600U 2.60GHz 128GB SSD 8GB Windows10 LB276,224.98,Refurbished,2015
HP,Elitebook,HP ELITEBOOK 8470W | CORE I5-3360M 2.8GHZ | 320GB HDD | 4GB RAM | NO O.S |DVD+RW,189.0,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 840 G3 - T6F47UT - Core i5 2.4GHz - 16GB - 256GB - 14.1""",280.0,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 8470p 14"" (250,gb Intel Core i5 3rd Gen., 2.60GHz, 8GB) Laptop -...",110.0,Pre-Owned,2015
HP,Elitebook,HP Elitebook 820 G2 i7-5600U 2.60GHz Laptop 128GB SSD 8GB Windows 10 AD573*,212.2,Pre-Owned,2015
HP,Elitebook,HP EliteBook 840 G2 laptop,350.0,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 840 G2 14"" LCD Notebook - Intel Core i5 8GB RAM 180GB SSD Win10Pro",349.99,Refurbished,2015
HP,Elitebook,HP EliteBook i7-352M - 4GB Ram - No HDD - No Back - 8470p,150.0,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 820 G3 12.5"" Notebook i5 2.4GHz 8GB 180GB Win 10 (W0S11UT#ABA)",552.49,Refurbished,2015
HP,Elitebook,"HP EliteBook 840 G2 14"" Laptop DC i5-5300U 2.3GHz 8GB 128GB SSD *No OS/Battery",274.99,Pre-Owned,2015
HP,Elitebook,HP EliteBook Folio 1040 G3 Notebook PC i5-6200U 2.3GHz 8GB 256GB Windows 10...,375.0,Refurbished,2015
HP,Elitebook,HP Elitebook 820 G2 Laptop 12.5'' LCD Touch Screen Complete Assembly,80.0,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 8470p 14"" (120gb SSD Intel Core i5 3rd Gen., 2.60GHz, 8GB) Laptop",130.0,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 840 G2 14"" i5-5200U 2.2GHz 8GB 250GB SSD Windows 10 Pro",209.0,Pre-Owned,2015
HP,Elitebook,HP Elitebook 840 G2 Intel Core i7-5600U 2.60GHz 8GB + 500GB HDD Win 10 Pro,444.99,Refurbished,2015
HP,Elitebook,HP EliteBook 850 G2 (L4A23UT#ABA) 2.3GHZ i5-5300U 8GB 180GB SSD WIN10 **MINT**,560.0,Pre-Owned,2015
HP,Elitebook,"HP EliteBook Folio 9470m Ultrabook, i5,8GB DDR3,500GB HD,14''LED, Win 10",190.0,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 820G1 12.5 Intel Core i5-4200U ,8GB ,120GB SSD(Refurbished A-Grade)",62.39,Refurbished,2015
HP,Elitebook,HP Elitebook 820 G2 Laptop 12.5'' LCD Touch Screen Complete Assembly,65.0,Pre-Owned,2015
HP,Elitebook,HP ELITEBOOK 8470W | CORE I5-3360M 2.8GHZ | 320GB HDD | 4GB RAM | NO O.S,219.0,Pre-Owned,2015
HP,Elitebook,HP Elitebook 820 G1 Dual Core i7-5600U 2.60GHz 256GB SSD 8GB Windows 10 AD367**,199.98,Pre-Owned,2015
HP,Elitebook,HP Elitebook 820 G1 Dual Core i7-5600U 2.60GHz 256GB SSD 8GB Windows 10 AD587,199.98,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 840 G3 - T6F47UT - Core i5 2.4GHz - 8GB - 500GB - 14.1""",280.0,Pre-Owned,2015
HP,Elitebook,HP Elitebook 820 G1 Dual Core i7-5600U 2.60GHz 256GB SSD 8GB Windows 10 AD586,199.98,Pre-Owned,2015
HP,Elitebook,HP Elitebook 820 G2 i7-5600U 2.60GHz Laptop 128GB SSD 8GB Windows 10 AD572*,212.2,Pre-Owned,2015
HP,Elitebook,HP Elitebook 820 G2 i7-5600U 2.60GHz Laptop 128GB SSD 8GB Windows 10 AD574,212.2,Pre-Owned,2015
HP,Elitebook,"HP EliteBook 745 G3 Laptop 14"" Quad Core AMD Pro 8gb RAM 128gb SSD WiFi Win 10",189.0,Refurbished,2016
HP,Elitebook," HP Elitebook Folio 1020 G1 - Intel M-5Y71 - 8GB - 256GB SSD 12.5"" - W10P HDMI  ",220.0,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 8540W Core i7 Wins 10, ms office 2016, Ram 4, Hard dr 250GB",224.99,Refurbished,2016
HP,Elitebook,HP EliteBook 8560p Core i5-2520M ~3.2 GHz 8gb RAM 250GB Samsung SSD Win10 Pro,290.0,Pre-Owned,2016
HP,Elitebook,"HP Elitebook 8570p 15.6"" Core I7-3540M 3.0 GHz 6GB RAM 500 GB HD Win10 Laptop",175.0,Refurbished,2016
HP,Elitebook,"HP EliteBook 840 G2 14in. (500GB, Intel Core i5 2.3GHz, 8GB) Win 10+Office 2016!",99.0,Pre-Owned,2016
HP,Elitebook,HP EliteBook Laptop/Notebook Intel Core i5 175GB Solid State Windows 7 Word 2016,249.0,Pre-Owned,2016
HP,Elitebook,HP EliteBook Laptop/Notebook Intel Core i5 180GB SSD WiFi Windows 10 Word 2016,364.58,Refurbished,2016
HP,Elitebook,"HP Elitebook 840 G3 (Mint/Open Box) 14"", Intel i5, 8 GB Ram, 500 GB, Win 10 Pro",489.88,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 745 G3 AMD Pro A8-8600B 1.6GHz 8GB RAM 256GB SSD Win 10 Pro 14""",373.6,Refurbished,2016
HP,Elitebook,"HP Elitebook 840 G3 14"", i5, 16GB Ram, 512GB SSD, Win 10 Pro",244.0,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 820 G4 - 12.5"" - Core i7 7600U - 16 GB RAM 256 SSD (1FX43UT#ABA)",349.99,Pre-Owned,2016
HP,Elitebook,"NEW HP EliteBook 850 G3 15.6"" Full HD Core i5-6200U 8GB 256GB SSD USB C 10 PRO",597.99,Refurbished,2016
HP,Elitebook,"Great HP EliteBook 840 G3 14"" Laptop 6th Gen. Intel i5-6300U@2.40GHz 16GB 512GB",255.68,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 725 G3 12.5"" Notebook AMD A8-8600B/A8X4 16GB 256Gb SSD W10pro",349.99,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 850 G3 15.6"" Core i5-6200U 2.3GHz 8GB RAM 128GB SSD wr-05.20 SEE",329.99,Refurbished,2016
HP,Elitebook,"NEW HP EliteBook 840 G3 14"" Laptop i5-6200U 8GB RAM 128GB SSD Win 10",245.0,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 840 G3 14"" HD Laptop i5-6200U 2.30GHz 8GB 500GB WiFi W10P W2B27US U",400.0,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 840 G3 14"" FHD i7-6600U 8GB 256GB USB-C SIM CARD 1VR02US ÏÉNEW ÏÉ3YR",278.99,Pre-Owned,2016
HP,Elitebook,"Hp Elitebook 850 G3 15.6"" Notebook - Intel Core I7 I7-6600u *$",308.99,Pre-Owned,2016
HP,Elitebook,HP EliteBook 840 G3 Laptop i7 6600U 8GB 256GB SSD FHD Webcam Lit Keys Warranty ,159.0,Refurbished,2016
HP,Elitebook,HP ELITEBOOK 840 G3 Intel i5-6300U 2.40GHz 8GB RAM 256GB SSD *SHIPS FAST*,550.0,Pre-Owned,2016
HP,Elitebook,HP EliteBook 8470p Laptop PC Windows 10 8gb RAM 320gb HD Intel Core I5 2.6ghz,290.99,Pre-Owned,2016
HP,Elitebook,"HP Elitebook 840 G3 14"", i5 6200 2.4GHz, 8GB Ram, 256GB SSD, Win 10 Pro",299.0,Refurbished,2016
HP,Elitebook,"Laptop Carbon Vinyl Skin Sticker Cover For 2016 HP EliteBook Folio G1 12.5""",349.0,Pre-Owned,2016
HP,Elitebook,HP Elitebook 820 G3 | Intel Core i7-6600U  | 8GB RAM | 256 GB SSD | V1H03UA,74.99,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 840 G3 14"" i5-6200U 2.3GHz 4GB 256GB SSD Windows 10 Pro",479.0,Refurbished,2016
HP,Elitebook,HP EliteBook 745 G3 Notebook Laptop A8 Pro-8600B 256GB SSD 4GB RAM WIN 10 64 bit,249.0,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 820 G3 12.5"" Laptop Core i5-6300U 2.4GHz 8GB 256GB SSD w/ Win 10",374.99,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 840 G3 14in. (1TB HDD, Intel Core i7 6th Gen., 3.4GHz, 16GB)...",399.99,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 820 G3 12.5"" Notebook - Intel Core i5 Dual-core",950.0,Pre-Owned,2016
HP,Elitebook,HP ELITEBOOK 840 G3 - Core i5 6200/ 8DDR4 / 128SSD+500GB HDD  /FULL HD /vBACKLIT,270.0,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 840 G3 14inc (256GB SSD, Intel Core i5. 2.4GHz, 16GB, 1080p)",300.0,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 850 G1, i5-43000U,8GB DDR3,128GB SSD,15.6''LED, Win 10 pro",250.0,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 840 G2 Ultrabook,Intel i5,8GB,256GB SSD,14''LED, Win 10",320.0,Pre-Owned,2016
HP,Elitebook,"HP EliteBook Folio 9470m Ultrabook, i5,8GB DDR3,256GB SSD,14''LED, Win 10",230.0,Pre-Owned,2016
HP,Elitebook,HP ELITEBOOK 840 G3 - Core i5 6200/ 16GB DDR4 / 1TB SSD + FREE SLOT / 1920x1080,290.0,Pre-Owned,2016
HP,Elitebook,Clear Tpu Keyboard cover For 2016-2017 HP EliteBook 828 820 G3 G4 3rd/4th Gen,324.99,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 840 G2 14in. (SSD, Intel Core i5 2.3GHz, 8GB) Win 10+Office 2016!",299.0,Pre-Owned,2016
HP,Elitebook,"HP EliteBook 840 G3 14"" / i7-6600U / 8GB / 256GB SSD / NO OS / NO ACC - CL1643",324.99,Pre-Owned,2016
HP,Elitebook,HP EliteBook 820 G4 - Core i7-6600U - 8GB RAM - 256GB SSD EB012700 (V1H03UA),320.0,Refurbished,2016
HP,Elitebook,HP EliteBook 840 G3 intel Core i5 2.4GHz 256GB SSD 8GB Windows 10 64Bit webcam,480.0,Refurbished,2016
HP,Elitebook,HP EliteBook 840 G3 intel Core i5 2.40 GHz 256gb SSD 16GB Windows 10 x64 Camera,299.99,Refurbished,2016
HP,Elitebook,HP EliteBook 840 G3 Gen 6 Core i5 2.4GHz 256gb SSD 16GB Windows 10 Pro Camera,335.65,Refurbished,2016
HP,Elitebook,HP EliteBook 850 G1 Dual Core i7-4600U 2.10GHz 16GB 500GB HDD Win10Pro #34555,333.68,Pre-Owned,2016
HP,Elitebook,HP EliteBook 840 G3 intel Core i5 2.4GHz 256gb SSD 16GB Windows 10 x64 Camera,245.0,Refurbished,2016
HP,Elitebook,"HP EliteBook 840 G3 14"" i5-6200U 2.3GHz 20GB 525GB SSD Windows 10 Pro",334.68,Pre-Owned,2016
